Disturbance,Temperature,Common_Name,Sex,Date,Initial_Three_Min_Cnt,TaxonCode,PIF_Watchlist_Status,Year,Scientific_Name,AcceptedTSN,Source_Sheet,AOU_Code,Interval_Length,Location_Type,End_Time,Admin_Unit_Code,Sky,Wind,Flyover_Observed,Distance,Humidity,Regional_Stewardship_Status,Start_Time,ID_Method,Plot_Name,Visit,Observer,Ecosystem
No effect on count,21.3999996185303,Northern Mockingbird,Undetermined,2018-06-25,False,88394,False,2018,Mimus polyglottos,178620,ANTI,NOMO,3.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,False,07:06:00,Visualization,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,American Crow,Undetermined,2018-06-25,False,87106,False,2018,Corvus brachyrhynchos,179731,ANTI,AMCR,3.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,False,07:06:00,Calling,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Indigo Bunting,Male,2018-06-25,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,3.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,True,07:06:00,Singing,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,50.0,86.4000015258789,False,07:06:00,Singing,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Field Sparrow,Male,2018-06-25,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,True,07:06:00,Singing,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Unidentified Chickadee,Undetermined,2018-06-25,True,263793,False,2018,Poecile,553526,ANTI,UNCH,1.25,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,False,07:06:00,Calling,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Chipping Sparrow,Male,2018-06-25,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,8.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,False,07:06:00,Singing,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Northern Cardinal,Undetermined,2018-06-25,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,75.0,86.4000015258789,False,07:06:00,Singing,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Brown-headed Cowbird,Undetermined,2018-06-25,False,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,8.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,True,64.34426229508196,86.4000015258789,False,07:06:00,Visualization,ANTI-0162,2,Elizabeth Oswald,Grassland
No effect on count,21.3999996185303,Blue-gray Gnatcatcher,Undetermined,2018-06-25,False,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,3.75,Grassland,07:16:00,ANTI,Partly Cloudy,2.0,False,50.0,86.4000015258789,False,07:06:00,Visualization,ANTI-0162,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Mourning Dove,Undetermined,2018-06-25,True,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Northern Cardinal,Undetermined,2018-06-25,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Field Sparrow,Male,2018-06-25,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,True,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Unidentified Chickadee,Undetermined,2018-06-25,False,263793,False,2018,Poecile,553526,ANTI,UNCH,8.75,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,False,07:21:00,Calling,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Eastern Tufted Titmouse,Undetermined,2018-06-25,False,266957,False,2018,Baeolophus bicolor,554138,ANTI,ETTI,8.75,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Acadian Flycatcher,Undetermined,2018-06-25,True,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,True,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Blue-gray Gnatcatcher,Undetermined,2018-06-25,False,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,6.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,False,07:21:00,Calling,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,American Goldfinch,Undetermined,2018-06-25,False,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,3.75,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,False,07:21:00,Calling,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Mourning Dove,Undetermined,2018-06-25,False,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,3.75,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,50.0,83.0,False,07:21:00,Visualization,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Northern Cardinal,Undetermined,2018-06-25,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,American Goldfinch,Undetermined,2018-06-25,True,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Calling,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Northern Parula,Male,2018-06-25,False,890949,False,2018,Setophaga americana,950033,ANTI,NOPA,8.75,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Calling,ANTI-0169,2,Elizabeth Oswald,Grassland
Slight effect on count,21.7999992370605,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,07:31:00,ANTI,Cloudy/Overcast,2.0,False,75.0,83.0,False,07:21:00,Singing,ANTI-0169,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Calling,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Chipping Sparrow,Undetermined,2018-06-25,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,3.75,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Visualization,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Field Sparrow,Male,2018-06-25,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,True,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Eastern Bluebird,Undetermined,2018-06-25,True,87184,False,2018,Sialia sialis,179801,ANTI,EABL,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Wood Thrush,Male,2018-06-25,True,87156,True,2018,Hylocichla mustelina,179777,ANTI,WOTH,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,True,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,American Crow,Undetermined,2018-06-25,True,87106,False,2018,Corvus brachyrhynchos,179731,ANTI,AMCR,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Calling,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,American Crow,Undetermined,2018-06-25,True,87106,False,2018,Corvus brachyrhynchos,179731,ANTI,AMCR,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Visualization,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Eastern Kingbird,Undetermined,2018-06-25,True,85757,False,2018,Tyrannus tyrannus,178279,ANTI,EAKI,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Visualization,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,American Goldfinch,Undetermined,2018-06-25,False,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,8.75,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,50.0,87.3000030517578,False,07:43:00,Calling,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Warbling Vireo,Male,2018-06-25,False,93589,False,2018,Vireo gilvus,179023,ANTI,WAVI,3.75,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Northern Cardinal,Undetermined,2018-06-25,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,75.0,87.3000030517578,False,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,American Goldfinch,Undetermined,2018-06-25,True,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,1.25,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,50.0,87.3000030517578,False,07:43:00,Calling,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,21.2000007629395,Gray Catbird,Undetermined,2018-06-25,False,89977,False,2018,Dumetella carolinensis,178625,ANTI,GRCA,3.75,Grassland,07:53:00,ANTI,Cloudy/Overcast,5.5,False,50.0,87.3000030517578,False,07:43:00,Singing,ANTI-0170,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Northern Cardinal,Undetermined,2018-06-25,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,50.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Chipping Sparrow,Undetermined,2018-06-25,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,3.75,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,50.0,83.1999969482422,False,08:20:00,Visualization,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Red-eyed Vireo,Male,2018-06-25,False,93587,False,2018,Vireo olivaceus,179021,ANTI,REVI,8.75,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Acadian Flycatcher,Undetermined,2018-06-25,True,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,50.0,83.1999969482422,True,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Eastern Tufted Titmouse,Undetermined,2018-06-25,True,266957,False,2018,Baeolophus bicolor,554138,ANTI,ETTI,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,White-breasted Nuthatch,Undetermined,2018-06-25,True,90935,False,2018,Sitta carolinensis,178775,ANTI,WBNU,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Indigo Bunting,Male,2018-06-25,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,True,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Common Grackle,Undetermined,2018-06-25,False,94206,False,2018,Quiscalus quiscula,179104,ANTI,COGR,6.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,True,64.34426229508196,83.1999969482422,False,08:20:00,Visualization,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Red-bellied Woodpecker,Undetermined,2018-06-25,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,6.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,50.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Field Sparrow,Male,2018-06-25,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,True,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Eastern Wood-Pewee,Male,2018-06-25,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,True,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Carolina Wren,Undetermined,2018-06-25,False,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,8.75,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,American Goldfinch,Undetermined,2018-06-25,True,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Warbling Vireo,Male,2018-06-25,True,93589,False,2018,Vireo gilvus,179023,ANTI,WAVI,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Blue-gray Gnatcatcher,Undetermined,2018-06-25,True,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Mourning Dove,Undetermined,2018-06-25,False,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,3.75,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Unidentified Chickadee,Undetermined,2018-06-25,True,263793,False,2018,Poecile,553526,ANTI,UNCH,1.25,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,75.0,83.1999969482422,False,08:20:00,Calling,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Indigo Bunting,Male,2018-06-25,False,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,8.75,Grassland,08:30:00,ANTI,Partly Cloudy,5.5,False,50.0,83.1999969482422,True,08:20:00,Singing,ANTI-0163,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Yellow-billed Cuckoo,Undetermined,2018-06-25,False,89102,False,2018,Coccyzus americanus,177831,ANTI,YBCU,3.75,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Calling,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Red-eyed Vireo,Male,2018-06-25,False,93587,False,2018,Vireo olivaceus,179021,ANTI,REVI,6.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,American Goldfinch,Undetermined,2018-06-25,True,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,50.0,84.3000030517578,False,07:59:00,Calling,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Scarlet Tanager,Undetermined,2018-06-25,True,88071,False,2018,Piranga olivacea,179883,ANTI,SCTA,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,True,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Eastern Wood-Pewee,Male,2018-06-25,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,True,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Mourning Dove,Undetermined,2018-06-25,True,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Acadian Flycatcher,Undetermined,2018-06-25,True,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,True,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Indigo Bunting,Male,2018-06-25,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,50.0,84.3000030517578,True,07:59:00,Visualization,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Blue-gray Gnatcatcher,Undetermined,2018-06-25,False,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,6.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,50.0,84.3000030517578,False,07:59:00,Calling,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Downy Woodpecker,Undetermined,2018-06-25,False,84936,False,2018,Picoides pubescens,178259,ANTI,DOWO,6.25,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,True,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Blue Grosbeak,Male,2018-06-25,False,94251,False,2018,Guiraca caerulea,179145,ANTI,BLGR,3.75,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,True,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Red-bellied Woodpecker,Undetermined,2018-06-25,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,8.75,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Calling,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,21.7999992370605,Mourning Dove,Undetermined,2018-06-25,False,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,3.75,Grassland,08:09:00,ANTI,Cloudy/Overcast,5.5,False,75.0,84.3000030517578,False,07:59:00,Singing,ANTI-0171,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Eastern Towhee,Male,2018-06-25,False,83803,False,2018,Pipilo erythrophthalmus,179276,ANTI,EATO,8.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,True,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Brown-headed Cowbird,Male,2018-06-25,True,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Red-bellied Woodpecker,Undetermined,2018-06-25,True,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Calling,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Brown-headed Cowbird,Undetermined,2018-06-25,True,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Calling,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Mourning Dove,Undetermined,2018-06-25,True,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Carolina Wren,Undetermined,2018-06-25,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,American Goldfinch,Undetermined,2018-06-25,False,95286,False,2018,Carduelis tristis,179236,ANTI,AMGO,3.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Calling,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Brown-headed Cowbird,Undetermined,2018-06-25,False,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,3.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Visualization,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Chipping Sparrow,Male,2018-06-25,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,8.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Northern Cardinal,Female,2018-06-25,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Visualization,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Northern Cardinal,Undetermined,2018-06-25,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Field Sparrow,Male,2018-06-25,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,True,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Indigo Bunting,Male,2018-06-25,False,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,3.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,True,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Eastern Kingbird,Undetermined,2018-06-25,False,85757,False,2018,Tyrannus tyrannus,178279,ANTI,EAKI,8.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Visualization,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.5,Orchard Oriole,Undetermined,2018-06-25,False,93634,False,2018,Icterus spurius,179064,ANTI,OROR,8.75,Grassland,08:49:00,ANTI,Clear or Few Clouds,2.0,False,75.0,63.7999992370605,False,08:39:00,Singing,ANTI-0156,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Brown-headed Cowbird,Male,2018-06-25,False,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,3.75,Grassland,09:05:00,ANTI,Clear or Few Clouds,10.0,False,75.0,63.7000007629395,False,08:55:00,Singing,ANTI-0155,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Chipping Sparrow,Male,2018-06-25,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,6.25,Grassland,09:05:00,ANTI,Clear or Few Clouds,10.0,False,75.0,63.7000007629395,False,08:55:00,Singing,ANTI-0155,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Indigo Bunting,Male,2018-06-25,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Grassland,09:05:00,ANTI,Clear or Few Clouds,10.0,False,75.0,63.7000007629395,True,08:55:00,Singing,ANTI-0155,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Grasshopper Sparrow,Male,2018-06-25,True,83867,False,2018,Ammodramus savannarum,179333,ANTI,GRSP,1.25,Grassland,09:05:00,ANTI,Clear or Few Clouds,10.0,False,75.0,63.7000007629395,False,08:55:00,Singing,ANTI-0155,2,Elizabeth Oswald,Grassland
No effect on count,22.7000007629395,Indigo Bunting,Male,2018-06-25,False,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,6.25,Grassland,09:05:00,ANTI,Clear or Few Clouds,10.0,False,75.0,63.7000007629395,True,08:55:00,Singing,ANTI-0155,2,Elizabeth Oswald,Grassland
